food,calories,protein,fat,carbs,sugar,fiber,cholesterol,cost
cardoon raw,30.0,1.2,0.2,7.2,0.0,2.8,0.0,10
bamboo shoots cooked,14.0,1.8,0.3,2.3,0.0,1.2,0.0,10
summer squash raw,42.0,3.1,0.5,8.7,5.7,2.9,0.0,11
sweet potato raw,112.0,2.0,0.002,26.2,5.4,3.9,0.0,15
green tomato,42.0,2.2,0.4,9.3,7.3,2.0,0.0,10
beet greens raw,8.0,0.8,0.078,1.6,0.2,1.4,0.0,10
savoy cabbage cooked,41.0,3.1,0.2,9.2,0.0,4.8,0.0,11
witloof chicory,9.0,0.5,0.031,2.1,0.0,1.6,0.0,10
turnips cooked,34.0,1.1,0.1,7.9,4.7,3.1,0.0,10
dried tomatoes,5.0,0.3,0.053,1.1,0.8,0.2,0.0,10
radicchio,15.0,0.9,0.2,2.9,0.4,0.6,0.0,10
mixed vegetables cooked,118.0,5.2,0.3,23.8,5.7,8.0,0.0,22
yellow tomato,32.0,2.1,0.6,6.3,0.0,1.5,0.0,10
cardoon cooked,26.0,0.9,0.1,6.4,0.0,2.0,0.0,10
spinach raw,7.0,0.9,0.1,1.1,0.1,0.7,0.0,10
kale raw,7.0,0.6,0.3,0.9,0.2,0.9,0.0,10
drumstick pods cooked,42.0,2.5,0.2,9.7,0.0,5.0,0.0,10
kohlrabi raw,72.0,4.5,0.3,16.4,6.9,9.5,0.0,17
lentil sprouts,82.0,6.9,0.4,17.0,0.0,0.0,0.0,22
carrots raw,25.0,0.6,0.1,5.8,2.9,1.7,0.0,10
red chili peppers,18.0,0.8,0.2,4.0,2.4,0.7,0.0,10
fennel,73.0,2.9,0.5,17.1,0.0,7.3,0.0,14
sweet corn white,63.0,2.4,0.9,13.9,2.4,2.0,0.0,12
celeriac raw,66.0,2.3,0.5,14.4,2.5,2.8,0.0,12
hubbard squash raw,46.0,2.3,0.6,10.1,4.6,4.5,0.0,10
brussels sprouts cooked,8.0,0.5,0.1,1.5,0.4,0.5,0.0,10
carrots cooked,16.0,0.3,0.092,3.8,1.6,1.4,0.0,10
lambs quarters raw,0.0,0.08,0.067,0.069,0.0,0.046,0.0,10
lotus root cooked,6.0,0.1,0.056,1.4,0.0,0.3,0.0,10
split peas raw,672.0,48.4,2.3,118.9,15.8,50.2,0.0,150
scots kale cooked,36.0,2.5,0.5,7.3,0.0,0.0,0.0,10
corn cooked,99.0,3.5,1.5,21.6,4.7,2.5,0.0,18
radish raw,1.0,0.042,0.026,0.2,0.066,0.002,0.0,10
stinging nettles,37.0,2.4,0.007,6.7,0.2,6.1,0.0,10
baby carrots,5.0,0.031,0.053,1.2,0.7,0.4,0.0,10
sweet yellow peppers,50.0,1.9,0.4,11.8,0.0,1.7,0.0,10
taro leaves raw,12.0,1.4,0.2,1.9,0.8,1.0,0.0,10
corn raw,123.0,4.7,1.9,26.7,9.0,2.9,0.0,22
roselle,28.0,0.5,0.4,6.4,0.0,0.0,0.0,10
drumstick leaves raw,13.0,2.0,0.3,1.7,0.0,0.4,0.0,10
scallop squash raw,23.0,1.6,0.3,5.0,3.1,1.6,0.0,10
chicory roots,65.0,1.3,0.2,15.8,7.9,1.4,0.0,10
brussels sprouts raw,8.0,0.6,0.077,1.7,0.4,0.7,0.0,10
kale cooked,42.0,3.5,1.4,6.3,1.4,4.7,0.0,12
pupusas con frijoles,289.0,7.0,11.4,39.7,1.6,7.3,0.0,43
mustard cabbage,36.0,1.4,0.1,7.2,1.8,4.0,0.0,10
gourd raw,19.0,1.1,0.2,4.1,1.9,1.0,0.0,10
butternut squash cooked,80.0,1.8,0.2,21.0,3.9,6.4,0.0,12
burdock root cooked,146.0,3.5,0.2,35.1,5.9,3.0,0.0,22
cassava,330.0,2.8,0.6,78.4,3.5,3.7,0.0,39
peas carrots cooked,77.0,4.9,0.7,16.2,7.0,5.0,0.0,18
romaine lettuce,8.0,0.6,0.1,1.5,0.6,1.0,0.0,10
yam raw,177.0,2.3,0.3,41.8,0.8,6.2,0.0,22
chowchow pickles,296.0,3.7,2.2,65.3,58.5,3.7,0.0,37
prairie turnips raw,20.0,0.3,0.029,4.5,0.1,1.0,0.0,10
savoy cabbage raw,19.0,1.4,0.017,4.3,1.6,2.2,0.0,10
celery raw,6.0,0.3,0.045,1.2,0.5,0.6,0.0,10
celeriac cooked,42.0,1.5,0.3,9.1,0.0,0.0,0.0,10
mustard spinach raw,33.0,3.3,0.5,5.9,0.0,4.2,0.0,10
zucchini raw,44.0,3.1,0.8,8.1,6.5,2.6,0.0,11
okra cooked,35.0,3.0,0.3,7.2,3.8,4.0,0.0,10
white icicle radish,14.0,1.1,0.1,2.6,0.0,1.4,0.0,10
orange tomato,18.0,1.3,0.2,3.5,0.0,1.0,0.0,10
pumpkin leaves raw,7.0,1.2,0.2,0.9,0.0,0.0,0.0,10
spaghetti squash cooked,42.0,1.0,0.4,10.0,3.9,2.2,0.0,10
white corn cooked,100.0,3.4,1.5,22.4,8.0,2.8,0.0,18
artichoke cooked,64.0,3.5,0.4,14.3,1.2,10.3,0.0,14
avocado,432.0,5.4,39.6,23.0,1.8,18.1,0.0,57
string beans wellsley farms,8.0,0.3,0.0,1.7,0.3,0.087,1.0,10
lambs quarters cooked,58.0,5.8,1.3,9.0,1.1,3.8,0.0,17
peas cooked,134.0,8.6,0.4,25.0,9.5,8.8,0.0,30
beets cooked,22.0,0.8,0.085,5.0,4.0,1.0,0.0,10
shallots dried,3.0,0.1,0.013,0.7,0.3,0.1,0.0,10
green lettuce,23.0,2.0,0.2,4.3,1.2,2.0,0.0,10
kohlrabi cooked,48.0,3.0,0.2,11.0,4.6,1.8,0.0,11
kanpyo dried,139.0,4.6,0.3,35.1,0.0,5.3,0.0,24
prairie turnips boiled,18.0,0.2,0.086,4.2,0.7,1.0,0.0,10
broccoli raab cooked,21.0,3.3,0.4,2.7,0.5,2.4,0.0,10
summer squash cooked,49.0,2.7,1.0,9.9,6.4,2.9,0.0,11
taro cooked,187.0,0.7,0.1,45.7,0.6,6.7,0.0,20
spring onion scallions,6.0,0.4,0.077,1.5,0.5,0.5,0.0,10
hubbard squash cooked,57.0,2.8,0.7,12.3,5.6,5.5,0.0,12
jalapeno pepper,4.0,0.1,0.002,0.9,0.6,0.4,0.0,10
new zealand spinach cooked,22.0,2.3,0.3,3.8,0.5,2.5,0.0,10
sesbania flower raw,1.0,0.012,0.095,0.2,0.0,0.0,0.0,10
spirulina dried,20.0,4.0,0.5,1.7,0.2,0.3,0.0,10
chinese cabbage pe tsai cooked,17.0,1.8,0.2,2.9,0.0,2.0,0.0,10
zucchini cooked,27.0,2.1,0.6,4.8,3.1,1.8,0.0,10
green olives pickled,4.0,0.073,0.4,0.1,0.051,0.057,0.0,10
lotus root raw,85.0,3.0,0.1,19.8,0.0,5.6,0.0,15
grape leaves,13.0,0.8,0.3,2.4,0.9,1.5,0.0,10
dill pickled cucumber,17.0,0.9,0.2,3.7,1.9,1.6,0.0,10
skunk cabbage,11.0,1.5,0.1,1.8,0.0,1.2,0.0,10
banana pepper,9.0,0.5,0.1,1.8,0.6,1.1,0.0,10
oriental radish raw,61.0,2.0,0.3,13.9,8.5,5.4,0.0,10
purslane cooked,21.0,1.7,0.2,4.1,0.0,0.0,0.0,10
rhubarb raw,11.0,0.5,0.1,2.3,0.6,0.9,0.0,10
swamp cabbage,20.0,2.0,0.2,3.6,0.0,1.9,0.0,10
mung bean sprouts raw,6.0,0.6,0.044,1.2,0.8,0.4,0.0,10
onion cooked,7.0,0.2,0.034,1.5,0.7,0.2,0.0,10
swiss chard raw,7.0,0.6,0.042,1.3,0.4,0.6,0.0,10
peas raw,117.0,7.9,0.6,21.0,8.2,7.4,0.0,27
cabbage cooked,35.0,1.9,0.019,8.3,4.2,2.9,0.0,10
taro leaves cooked,35.0,3.9,0.6,5.6,0.0,2.9,0.0,11
leeks cooked,38.0,1.0,0.2,9.4,2.6,1.2,0.0,10
split peas cooked,227.0,16.3,0.8,40.2,5.7,16.3,0.0,53
sweet corn yellow,58.0,4.1,0.4,14.2,2.6,1.5,0.0,15
asparagus raw,2.0,0.3,0.037,0.5,0.2,0.3,0.0,10
collard cooked,63.0,5.1,1.4,10.7,0.0,7.6,0.0,17
swiss chard cooked,35.0,3.3,0.1,7.2,1.9,3.7,0.0,10
nopales cooked,22.0,2.0,0.003,4.9,1.7,3.0,0.0,10
tahitian taro cooked,60.0,5.7,0.9,9.4,0.0,0.0,0.0,17
chinese cabbage pak choi raw,9.0,1.1,0.1,1.5,0.8,0.7,0.0,10
green chili pepper,18.0,0.9,0.097,4.3,2.3,0.7,0.0,10
mountain yam raw,91.0,1.8,0.1,22.2,0.4,3.4,0.0,13
parsnips cooked,114.0,2.1,0.5,27.2,7.7,6.4,0.0,16
tomato stewed,97.0,2.4,3.3,16.1,0.0,2.1,0.0,15
sweet green peppers cooked,19.0,0.7,0.1,4.5,2.3,0.9,0.0,10
white corn raw,143.0,5.3,2.0,31.6,5.3,4.5,0.0,26
rutabaga raw,286.0,8.3,1.2,66.5,34.4,17.8,0.0,45
jalapeno peppers canned,37.0,1.3,1.3,6.4,2.9,3.5,0.0,10
pumpkin canned,83.0,2.7,0.7,19.8,8.1,7.1,0.0,14
peas onions canned,61.0,3.9,0.5,10.3,0.0,2.8,0.0,14
sweet mashed potato canned,258.0,5.0,0.5,59.1,13.9,4.3,0.0,35
hominy canned,119.0,2.4,1.5,23.5,3.0,4.1,0.0,17
tomato puree canned,95.0,4.1,0.5,22.5,12.1,4.8,0.0,18
dried tomatoes canned in oil,6.0,0.2,0.4,0.7,0.0,0.2,0.0,10
mixed vegetables canned,88.0,3.5,0.6,17.5,0.0,9.3,0.0,16
straw mushrooms canned,2.0,0.2,0.09,0.3,0.0,0.1,0.0,10
capers canned,2.0,0.2,0.089,0.4,0.011,0.3,0.0,10
red peppers canned,15.0,0.7,0.058,3.7,2.4,0.9,0.0,10
carrots canned,104.0,2.6,0.6,24.4,11.2,8.2,0.0,16
tomatoes in tomato juice canned,41.0,1.9,0.3,9.6,5.7,2.4,0.0,10
asparagus canned,62.0,7.4,0.7,10.2,4.1,4.1,0.0,21
sweet red peppers canned,25.0,1.1,0.4,5.5,0.0,1.7,0.0,10
onions canned,12.0,0.5,0.084,2.5,1.4,0.8,0.0,10
turnip greens canned,27.0,2.0,0.4,4.0,0.6,1.9,0.0,10
hearts of palm,9.0,0.8,0.2,1.5,0.0,0.8,0.0,10
spinach canned,44.0,4.9,0.9,6.8,0.0,3.7,0.0,14
sweet potato canned,568.0,6.3,1.3,133.5,98.3,16.0,0.0,69
corn canned,49.0,1.6,0.6,11.1,3.3,1.4,0.0,10
peas carrots canned,97.0,5.5,0.7,21.6,7.2,8.4,0.0,21
crookneck squash canned,27.0,1.3,0.1,6.2,2.5,2.9,0.0,10
tomatoes canned,77.0,4.0,0.7,17.6,10.6,4.6,0.0,16
pimento canned,44.0,2.1,0.6,9.8,5.2,3.6,0.0,10
sweet green peppers canned,25.0,1.1,0.4,5.5,0.0,1.7,0.0,10
peas canned,57.0,3.5,0.8,9.5,0.0,0.0,0.0,13
chili peppers canned,29.0,1.0,0.4,6.4,0.0,2.4,0.0,10
green peppers canned,15.0,0.7,0.074,3.7,2.3,0.9,0.0,10
grape leaves canned,20.0,1.2,0.6,3.3,0.0,2.8,0.0,10
sauerkraut canned,27.0,1.3,0.2,6.1,2.5,4.1,0.0,10
beets canned,69.0,2.0,0.2,16.2,13.2,3.0,0.0,11
stewed tomatoes canned,66.0,2.3,0.5,15.8,9.0,2.6,0.0,12
tomato paste canned,215.0,11.3,1.2,49.5,31.9,10.7,0.0,44
bacon ranch salad mcdonalds,389.0,28.1,20.1,19.4,4.9,3.2,70.2,90
caesar salad with grilled chicken mcdonalds,201.0,29.1,5.6,11.3,4.8,3.3,71.0,74
caesar salad mcdonalds,94.0,6.8,4.4,9.1,4.4,3.4,10.7,23
vegetable salad,22.0,1.7,0.054,4.4,0.0,0.0,0.0,10
vegetable salad with chicken,70.0,11.6,1.5,2.5,0.0,0.0,47.9,28
potato salad,358.0,6.7,20.5,27.9,0.0,3.3,170.0,48
taco salad taco bell,906.0,35.7,48.9,80.5,0.0,16.0,101.3,150
iceberg lettuce,8.0,0.5,0.045,1.7,1.1,0.7,0.0,10
cornsalad,12.0,1.1,0.2,2.0,0.0,0.0,0.0,10
potato salad with egg,393.0,4.9,23.5,40.5,12.4,3.3,42.5,50
side salad mcdonalds,17.0,0.9,0.2,3.7,1.9,1.4,0.0,10
caesar salad with crispy chicken mcdonalds,349.0,25.7,16.4,19.2,4.5,3.4,55.6,81
grape apple salad with walnuts,191.0,3.5,8.2,25.6,20.3,3.6,1.6,26
vegetable salad with cheese egg,68.0,5.8,3.9,3.2,0.0,0.0,65.1,18
celtuce,1.0,0.071,0.088,0.3,0.0,0.1,0.0,10
arugula,5.0,0.5,0.1,0.7,0.4,0.3,0.0,10
vegetable salad with shrimp,71.0,9.7,1.7,4.4,0.0,0.0,119.5,25
coleslaw,292.0,1.8,18.9,28.4,23.3,3.6,7.6,34
shiitake mushrooms cooked,10.0,0.3,0.007,2.6,0.7,0.4,0.0,10
shiitake mushrooms raw,6.0,0.4,0.039,1.3,0.5,0.5,0.0,10
crimini mushrooms,1.0,0.2,0.018,0.3,0.1,0.064,0.0,10
mushrooms raw,15.0,2.2,0.2,2.3,1.4,0.7,0.0,10
portabella mushrooms grilled,35.0,4.0,0.7,5.4,2.7,2.7,0.0,12
maitake mushrooms,0.0,0.016,0.017,0.072,0.043,0.041,0.0,10
shiitake mushrooms dried,11.0,0.3,0.061,2.7,0.046,0.4,0.0,10
chanterelle mushrooms,2.0,0.033,0.063,0.4,0.076,0.2,0.0,10
cloud ear fungus dried,80.0,2.6,0.2,20.4,0.0,19.6,0.0,14
mushrooms cooked,44.0,3.4,0.7,8.3,3.7,3.4,0.0,12
pepeao dried,72.0,1.2,0.1,19.4,0.0,0.0,0.0,10
truffles,61.0,0.7,4.1,5.4,4.6,0.3,6.4,10
jews ear,25.0,0.5,0.095,6.7,0.0,0.0,0.0,10
enoki mushrooms,1.0,0.062,0.099,0.2,0.034,0.089,0.0,10
morel mushrooms,4.0,0.4,0.07,0.7,0.096,0.4,0.0,10
portabella mushrooms raw,19.0,1.8,0.3,3.3,2.2,1.1,0.0,10
oyster mushroom,5.0,0.5,0.035,0.9,0.2,0.3,0.0,10
Hot tea (Garam Chai),16.14,0.39,0.53,2.58,2.58,0.0,0.0,10
Instant coffee,23.16,0.64,0.75,3.65,3.62,0.0,0.0,10
Espreso coffee,51.54,1.75,2.14,6.62,6.53,0.0,0.0,10
Iced tea,10.34,0.03,0.01,2.7,2.7,0.0,0.0,10
Raw mango drink (Aam panna),35.92,0.16,0.03,9.05,7.49,0.61,0.0,10
Fruit Punch (with fresh juices),36.12,0.14,0.03,9.38,9.25,0.06,0.0,10
Fruit Punch (with squashes),23.13,0.07,0.02,5.99,5.88,0.17,0.0,10
Lemonade,20.8,0.03,0.01,5.48,5.47,0.02,0.0,10
Lem-o-gin,21.52,0.08,0.03,5.55,5.38,0.13,0.0,10
Cumin infused water (Jeere/Zeere ka pani),9.09,0.17,0.11,1.86,1.46,0.46,0.0,10
Coco pine cooler,32.75,0.56,1.0,5.72,5.52,0.26,0.0,10
Summer cooler,22.43,0.37,0.04,5.43,5.21,0.2,0.0,10
Hot cocoa,90.1,3.36,4.56,9.23,9.01,0.0,0.0,16
Cold coffee with ice cream,67.85,1.57,2.11,11.24,11.18,0.01,30.0,10
Banana milkshake (Kele milkshake),65.31,1.84,2.37,9.15,7.96,0.26,30.0,10
Mango milkshake (Aam milkshake),56.9,1.73,2.35,7.23,7.15,0.26,30.0,10
Pineapple milkshake (Ananas milkshake),55.72,1.66,2.23,7.62,7.6,0.0,30.0,10
Orange milkshake (Narangi milkshake),57.42,1.86,2.52,7.11,7.08,0.0,30.0,10
Egg nog,97.14,4.78,5.11,8.15,8.06,0.02,50.0,19
Sweet Lassi (Meethi lassi),35.66,1.29,0.68,6.51,6.51,0.0,0.0,10
Lassi (salted),18.84,1.35,0.72,1.86,1.84,0.02,0.0,10
Cheese and chilli sandwich ,218.11,6.8,9.78,27.4,2.38,2.08,30.0,35
Egg sandwich (Ande ka sandwich),285.96,8.69,15.8,29.16,1.86,1.88,50.0,46
Cucumber sandwich (Kheere ka sandwich),188.6,4.8,8.0,25.77,1.64,2.45,0.0,29
Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),257.71,8.2,12.8,29.1,4.1,2.33,30.0,42
Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),243.32,7.92,12.27,26.92,2.85,1.97,30.0,40
Chicken sandwich,253.27,13.12,11.75,25.38,1.6,1.64,50.0,50
Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),291.43,9.53,16.14,28.54,2.82,4.03,0.0,48
Rainbow sandwich,272.75,7.75,12.54,34.26,4.05,2.1,0.0,43
Club sandwich ,235.32,7.31,15.12,18.51,2.01,1.81,0.0,38
Vegetarian club sandwich,198.33,5.45,11.33,19.68,2.08,2.06,0.0,31
Pin wheel sandwich,311.52,8.77,24.93,14.0,1.45,0.93,0.0,49
Carrot apple sandwich (Gajar aur seb ka sandwich),214.11,5.3,9.12,29.04,5.3,3.66,0.0,32
Salami sandwich,255.59,8.7,15.51,21.54,2.0,1.97,0.0,43
Vegetable and mayonnaise sandwich,244.26,4.47,15.4,23.2,2.35,2.35,20.0,34
Egg and tomato sandwich (Ande aur tamatar ka sandwich),222.11,7.66,10.51,25.9,2.09,1.77,50.0,37
Sweet open sandwich,244.25,4.99,8.15,39.24,12.23,2.36,20.0,35
Mushroom and cheese sandwich (toasted),227.42,7.79,13.01,21.01,2.11,2.28,30.0,38
Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),224.58,6.82,12.95,21.42,2.67,1.78,30.0,36
Pea potato sandwich (toasted) (Matar aloo ka sandwich),164.9,4.6,5.43,25.17,1.33,2.89,0.0,26
Paneer pea sandwich (toasted) (Paneer matar ka sandwich),249.56,12.4,11.98,24.05,6.4,2.12,30.0,49
Chicken sandwich (toasted),167.37,12.08,5.32,18.82,2.13,1.64,50.0,39
Pea keema sandwich (toasted) (Matar aur keema ka sandwich),171.78,11.06,5.61,20.26,1.94,2.45,0.0,38
Classic club sandwich,200.83,6.74,11.56,18.49,1.86,1.62,0.0,33
Sesame toast,495.19,1.9,49.38,11.15,1.46,1.32,20.0,56
Cracked wheat porridge (Meetha daliya),81.57,2.64,4.08,8.87,5.12,0.62,0.0,14
Semolina porridge (Suji/Rava daliya),100.89,3.75,4.08,12.39,7.54,0.7,0.0,18
Oatmeal Porridge,72.85,2.6,3.22,8.77,5.2,0.39,0.0,13
Cornflakes with milk,117.33,3.59,5.12,14.95,9.97,0.78,30.0,19
Rice flakes (Chiwda/Aval),112.44,3.62,3.99,15.57,7.28,0.37,0.0,18
Wheat flakes,112.44,3.62,3.99,15.57,7.28,0.37,0.0,18
Murmura (Puffed rice),113.32,3.62,4.04,15.67,7.31,0.28,0.0,19
Puffed wheat (Murmure/Moori),113.32,3.62,4.04,15.67,7.31,0.28,0.0,19
Boiled egg (Ubla anda),45.35,4.43,3.04,0.12,0.0,0.11,50.0,13
Fried Egg ,223.67,11.59,19.62,0.31,0.0,0.29,50.0,45
Poached egg,123.87,11.98,8.19,0.37,0.05,0.3,50.0,35
Scrambled egg (Ande ki bhurji),155.97,10.29,12.21,1.35,1.08,0.24,50.0,35
Baked egg ,218.85,11.88,12.65,15.42,1.66,1.03,50.0,45
Plain omelette/omlet,272.41,9.66,25.74,0.64,0.51,0.12,0.0,46
Stuffed egg omelette/omlet,203.51,8.6,17.77,2.3,1.57,0.75,50.0,37
Pancake,203.36,5.68,10.82,20.49,3.32,0.65,0.0,32
Keema pancake,176.27,9.01,11.25,9.56,2.2,0.84,0.0,35
Vegetable pancake,125.18,3.87,6.57,12.24,2.09,2.48,0.0,20
Jam and fruit pancake,162.02,3.79,7.01,20.73,7.85,1.21,0.0,24
Khoa and coconut pancake,271.98,6.98,15.29,27.32,16.47,1.65,0.0,41
Brown stock,21.32,1.95,1.38,0.25,0.14,0.09,0.0,10
Vegetable stock,17.6,0.3,1.38,0.96,0.44,0.38,0.0,10
Chicken stock,29.88,3.69,1.51,0.37,0.2,0.1,50.0,10
Clear tomato soup (Tamatar ka soup),80.07,4.79,12.22,3.45,1.44,1.96,0.0,21
Lentil soup,31.17,9.65,11.68,3.94,1.06,2.57,0.0,28
Chicken consomme (Clear chicken soup),47.94,11.47,12.02,1.19,0.54,1.57,50.0,32
Cream of tomato soup,97.81,4.61,13.12,3.93,1.81,1.38,30.0,22
Cream of green peas soup,127.84,7.13,14.78,6.75,1.61,2.95,30.0,30
Cream of spinach soup,100.54,5.21,13.31,3.45,1.13,1.74,30.0,23
Cream of mixed vegetable soup,59.65,6.84,9.05,4.93,2.1,2.14,30.0,23
Cream of mushroom soup,117.28,6.64,15.5,3.74,1.93,1.34,30.0,28
Chicken sweet corn soup,28.32,14.48,12.59,1.63,0.27,0.47,50.0,37
Minestrone soup,42.66,9.3,11.09,3.71,1.01,1.92,0.0,28
Egg drop soup,26.64,12.93,13.52,1.1,0.6,0.81,50.0,35
Chinese cabbage and meat ball soup,484.31,5.21,56.57,1.43,0.37,0.57,50.0,64
French onion soup,55.61,11.41,14.39,4.28,1.5,1.01,0.0,34
Hot and sour soup,31.51,3.12,1.31,1.78,0.66,0.6,0.0,10
Talaumein soup,35.63,10.12,12.78,4.17,0.77,1.94,0.0,30
Cold cucumber soup (Thanda kheere ka soup),48.03,2.99,1.99,4.58,3.34,0.88,0.0,11
Cold summer garden soup,49.19,8.57,14.08,2.65,0.46,1.86,0.0,28
Chapati/Roti,202.31,5.88,3.56,35.65,1.0,6.31,0.0,31
Plain parantha/paratha,298.3,5.06,16.86,30.69,0.86,5.43,0.0,40
Potato parantha/paratha (Aloo ka parantha/paratha),205.04,3.7,10.22,23.92,1.15,4.18,20.0,28
Radish parantha/paratha (Mooli ka parantha/paratha),183.52,3.3,9.53,20.54,1.31,4.32,0.0,25
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),178.07,3.73,9.47,18.84,1.15,4.68,0.0,25
Dal parantha/paratha,268.24,6.78,13.05,30.03,1.43,6.46,0.0,40
Sprouted moong parantha/paratha,228.59,4.29,12.43,24.31,1.47,4.49,20.0,32
Pea parantha/paratha (Matar ka parantha/paratha),190.73,5.59,8.8,21.51,1.29,5.61,0.0,30
Keema parantha/paratha,238.09,9.41,13.91,18.36,0.99,3.44,0.0,42
Paneer parantha/paratha,262.97,7.98,14.62,24.33,3.77,4.0,30.0,42
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),216.49,5.54,12.09,21.39,1.31,4.39,0.0,33
Poori,737.63,1.35,77.61,8.22,0.23,1.46,20.0,81
Spinach poori (Palak poori),684.25,1.42,71.86,7.76,0.24,1.55,20.0,75
Methi poori,710.02,1.45,74.6,7.98,0.26,1.61,20.0,78
Dal stuffed poori,785.16,2.08,81.69,10.14,0.29,1.96,20.0,87
Potato stuffed poori (Aloo ki poori),776.74,1.52,81.35,9.4,0.26,1.64,20.0,85
Tandoori parantha/paratha,295.37,5.08,16.51,30.74,0.86,5.44,0.0,40
Boiled rice (Uble chawal),117.19,2.6,0.18,25.72,0.22,1.25,0.0,17
Plain pulao,140.21,2.34,4.62,21.82,1.15,1.69,0.0,19
Mixed vegetable pulao,113.05,2.72,3.33,17.49,1.35,2.67,0.0,17
Mushroom pulao,124.29,2.52,4.03,19.02,1.0,1.88,0.0,18
Sprouted moong pulao,112.97,2.19,3.61,17.49,1.43,1.78,0.0,16
Paneer pulao,581.91,1.98,59.81,8.76,1.11,0.62,30.0,65
Peanut pulao ,193.28,5.32,9.51,21.18,1.6,2.9,0.0,30
Navratan pulao,261.71,6.2,9.45,36.98,2.52,3.82,0.0,38
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),173.43,4.88,4.82,27.57,2.48,3.15,0.0,27
Mutton biryani/biriyani,190.76,7.38,7.72,22.5,2.39,2.42,0.0,33
Vegetable biryani/biriyani,174.61,3.16,9.51,18.56,2.14,3.31,0.0,24
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",176.3,4.26,7.88,21.62,0.78,2.52,0.0,26
Sweet rice (Meethe chawal),215.41,2.1,4.57,42.59,24.8,1.13,20.0,26
Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),195.74,5.75,4.32,32.93,3.91,2.13,0.0,31
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),373.04,7.45,8.53,65.08,11.65,5.12,0.0,51
Spanish rice,164.24,4.19,2.23,31.1,1.26,2.78,0.0,24
Chinese fried rice,120.58,4.05,5.43,13.4,1.47,2.31,0.0,20
Macroni cheese pie,170.63,5.85,7.48,21.1,3.4,0.4,30.0,29
Vegetable chowmein,129.71,3.07,6.36,15.44,1.97,1.86,0.0,19
Chicken chowmein,151.33,6.33,8.23,13.3,1.63,1.64,50.0,28
Cheese noodle ring,133.67,6.22,6.12,13.96,2.84,1.27,30.0,25
Spaghetti and cheese balls in tomato sauce,508.32,2.41,52.08,7.82,1.83,0.59,30.0,58
Penne platter,177.4,5.04,8.71,20.87,4.5,1.09,0.0,28
Pasta hot pot,125.17,5.84,6.47,11.6,5.99,0.8,0.0,24
Chicken lasagne,187.49,10.45,10.36,13.9,2.74,0.11,50.0,39
Fettuccine with spinach sauce,129.21,3.1,7.83,12.19,1.18,0.77,0.0,20
Naan,286.45,8.05,4.99,51.75,5.59,1.91,0.0,44
Bhatura,793.2,1.63,82.56,10.73,0.69,0.38,20.0,87
Idli,137.54,4.64,0.33,28.18,0.28,2.31,0.0,22
Masala dosa,164.58,3.29,7.84,19.57,1.33,2.52,0.0,23
Semolina dosa (Suji/Rava dosa),227.05,7.3,7.12,32.84,4.37,4.04,0.0,37
Onion tomato uttapam,462.02,1.91,45.3,11.32,0.8,1.26,20.0,52
Paneer kaathi roll,285.94,6.92,19.55,20.1,3.29,2.4,30.0,42
Makki ki roti,263.97,3.49,16.85,24.19,0.7,5.19,20.0,34
Washed moong dal (Dhuli moong ki dal),50.0,2.68,1.68,5.91,0.12,1.17,0.0,10
Washed urad dal (Dhuli urad ki dal),61.32,2.51,2.98,5.84,0.32,1.53,0.0,11
Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),73.25,2.79,3.6,7.1,1.05,2.72,0.0,13
Dry washed urad,124.71,6.85,3.5,15.66,0.73,4.06,0.0,25
Mixed dal,61.93,2.51,3.1,5.79,0.34,1.62,0.0,11
Whole moong (Moong ki dal),53.7,2.25,2.56,5.22,0.59,2.02,0.0,10
Whole masoor (Masoor ki dal),54.05,2.28,2.52,5.37,0.67,1.98,0.0,10
Whole moth (Moth ki dal),55.0,2.01,2.62,5.74,0.66,1.85,0.0,10
Whole urad (Urad ki dal),53.8,2.21,2.62,5.05,0.57,2.32,0.0,10
Moti mahal dal (Urad rajmah mix dal),103.13,3.93,5.66,8.74,1.7,3.38,0.0,18
Black channa curry/Bengal gram curry (Kale chane ki curry),140.68,5.67,6.61,14.11,2.36,7.99,0.0,25
Chickpeas curry (Safed channa curry),163.43,6.1,6.84,19.98,4.78,4.73,0.0,28
Lobia curry,148.99,6.06,5.62,17.88,2.51,4.57,0.0,26
Soyabean curry,163.28,10.43,10.19,6.76,2.66,7.34,0.0,36
Kidney bean curry (Rajmah curry),143.73,5.95,5.77,16.38,2.49,5.83,0.0,26
Sambar,96.92,3.35,4.38,10.57,3.31,3.52,0.0,16
Besan kadhi with pakodies,403.35,1.64,42.59,3.56,0.88,0.81,20.0,46
